Event,Country,Athlete,Sport,Gold,Silver,Bronze
Sochi 2014,FRA,Coline Mattel,Ski Jumping,0,0,1
Sochi 2014,FIN,Ossi Vaananen,Ice Hockey,0,0,1
Sochi 2014,JPN,Taku Hiraoka,Snowboard,0,0,1
Sochi 2014,AUT,Lukas Klapfer,Nordic Combined,0,0,1
Sochi 2014,FIN,Juhamatti Aaltonen,Ice Hockey,0,0,1
Sochi 2014,NOR,Henrik Kristoffersen,Alpine Skiing,0,0,1
Sochi 2014,FRA,Kevin Rolland,Freestyle Skiing,0,0,1
Sochi 2014,USA,Marissa Castelli,Figure skating,0,0,1
Sochi 2014,CAN,Jan Hudec,Alpine Skiing,0,0,1
Sochi 2014,FIN,Aleksander Barkov,Ice Hockey,0,0,1
Sochi 2014,RUS,Alena Zavarzina,Snowboard,0,0,1
Sochi 2014,SUI,Julia Marty,Ice Hockey,0,0,1
Sochi 2014,GBR,Eve Muirhead,Curling,0,0,1
Sochi 2014,JPN,Taku Takeuchi,Ski Jumping,0,0,1
Sochi 2014,CAN,Kim Lamarre,Freestyle Skiing,0,0,1
Sochi 2014,AUT,Daniel Mesotitsch,Biathlon,0,0,1
Sochi 2014,USA,Bode Miller,Alpine Skiing,0,0,1
Sochi 2014,RUS,Evgeniy Garanichev,Biathlon,0,0,1
Sochi 2014,SUI,Lara Gut - Behrami,Alpine Skiing,0,0,1
Sochi 2014,CAN,Charle Cournoyer,Short Track Speed Skating,0,0,1
Sochi 2014,GBR,Joel Fearon,Bobsleigh,0,0,1
Sochi 2014,USA,Nicholas Goepper,Freestyle Skiing,0,0,1
Sochi 2014,RUS,Ilia Chernousov,Cross Country Skiing,0,0,1
Sochi 2014,JPN,Daiki Ito,Ski Jumping,0,0,1
Sochi 2014,FIN,Petri Kontiola,Ice Hockey,0,0,1
Sochi 2014,FRA,Maurice Manificat,Cross Country Skiing,0,0,1
Sochi 2014,GBR,Stuart Benson,Bobsleigh,0,0,1
Sochi 2014,SUI,Sarah Forster,Ice Hockey,0,0,1
Sochi 2014,SUI,Nina Waidacher,Ice Hockey,0,0,1
Sochi 2014,ITA,Karin Oberhofer,Biathlon,0,0,1
Sochi 2014,FIN,Jori Lehtera,Ice Hockey,0,0,1
Sochi 2014,NOR,Kristin Stoermer Steira,Cross Country Skiing,0,0,1
Sochi 2014,SUI,Anja Stiefel,Ice Hockey,0,0,1
Sochi 2014,LAT,Martins Rubenis,Luge,0,0,1
Sochi 2014,RUS,Yekaterina Lobysheva,Speed skating,0,0,1
Sochi 2014,AUT,Kathrin Zettel,Alpine Skiing,0,0,1
Sochi 2014,GER,Denise Herrmann,Cross Country Skiing,0,0,1
Sochi 2014,SLO,Teja Gregorin,Biathlon,0,0,1
Sochi 2014,FIN,Tuomo Ruutu,Ice Hockey,0,0,1
Sochi 2014,FRA,Jean Guillaume Beatrix,Biathlon,0,0,1
Sochi 2014,USA,Kelly Clark,Snowboard,0,0,1
Sochi 2014,FIN,Kimmo Samuel Timonen,Ice Hockey,0,0,1
Sochi 2014,FIN,Olli Jokinen,Ice Hockey,0,0,1
Sochi 2014,USA,Alex Deibold,Snowboard,0,0,1
Sochi 2014,SWE,Fredrik Lindberg,Curling,0,0,1
Sochi 2014,GER,Aljona Savchenko,Figure skating,0,0,1
Sochi 2014,LAT,Andris Sics,Luge,0,0,1
Sochi 2014,AUT,Benjamin Karl,Snowboard,0,0,1
Sochi 2014,SWE,Stina Nilsson,Cross Country Skiing,0,0,1
Sochi 2014,SUI,Sandra Thalmann,Ice Hockey,0,0,1
Sochi 2014,LAT,Eliza Tiruma,Luge,0,0,1
Sochi 2014,FIN,Juuso Hietanen,Ice Hockey,0,0,1
Sochi 2014,ITA,Dominik Windisch,Biathlon,0,0,1
Sochi 2014,GER,Amelie Kober,Snowboard,0,0,1
Sochi 2014,GBR,Bruce Tasker,Bobsleigh,0,0,1
Sochi 2014,SUI,Alina Muller,Ice Hockey,0,0,1
Sochi 2014,JPN,Reruhi Shimizu,Ski Jumping,0,0,1
Sochi 2014,CHN,Jingnan Shi,Short Track Speed Skating,0,0,1
Sochi 2014,RUS,Elena Nikitina,Skeleton,0,0,1
Sochi 2014,FRA,Alexis Pinturault,Alpine Skiing,0,0,1
Sochi 2014,RUS,Ekaterina Shikhova,Speed skating,0,0,1
Sochi 2014,NED,Bob Johannes Carolus De Jong,Speed skating,0,0,1
Sochi 2014,AUT,Christoph Sumann,Biathlon,0,0,1
Sochi 2014,SUI,Katrin Nabholz,Ice Hockey,0,0,1
Sochi 2014,GER,Viktoria Rebensburg,Alpine Skiing,0,0,1
Sochi 2014,FIN,Jussi Jokinen,Ice Hockey,0,0,1
Sochi 2014,USA,Hannah Kearney,Freestyle Skiing,0,0,1
Sochi 2014,FRA,Jean Marc Gaillard,Cross Country Skiing,0,0,1
Sochi 2014,USA,Jamie Greubel Poser,Bobsleigh,0,0,1
London 2012,NED,Ranomi Kromowidjojo,Swimming,1,0,0
London 2012,RUS,Dzhamal Otarsultanov,Wrestling,1,0,0
London 2012,RUS,Alexander Dyachenko,Canoe Sprint,1,0,0
London 2012,BRA,Arthur Zanetti,Gymnastics Artistic,1,0,0
London 2012,GBR,Peter Charles,Equestrian Jumping,1,0,0
London 2012,USA,Diana Taurasi,Basketball,1,0,0
London 2012,USA,Tamika Catchings,Basketball,1,0,0
London 2012,GBR,Andy Murray,Tennis,1,0,0
London 2012,SWE,Fredrik Loof,Sailing,1,0,0
London 2012,USA,Brenda Villa,Water Polo,1,0,0
London 2012,HUN,Danuta Kozak,Canoe Sprint,1,0,0
London 2012,HUN,Katalin Kovacs,Canoe Sprint,1,0,0
London 2012,RUS,Alexander Butko,Volleyball,1,0,0
London 2012,IRI,Behdad Salimikordasiabi,Weightlifting,1,0,0
London 2012,GER,Max Müller,Hockey,1,0,0
London 2012,ITA,Elisa Di Francisca,Fencing,1,0,0
London 2012,NZL,Polly Powrie,Sailing,1,0,0
London 2012,USA,Courtney Mathewson,Water Polo,1,0,0
London 2012,RUS,Ilya Zakharov,Diving,1,0,0
London 2012,RSA,John Smith,Rowing,1,0,0
London 2012,USA,Kevin Durant,Basketball,1,0,0
London 2012,RUS,Alina Makarenko,Gymnastics Rhythmic,1,0,0
London 2012,MEX,Giovani Dos Santos,Football,1,0,0
London 2012,UKR,Yana Shemyakina,Fencing,1,0,0
London 2012,CHN,Long Ma,Table Tennis,1,0,0
London 2012,GER,Thilo Stralkowski,Hockey,1,0,0
London 2012,GBR,Alex Gregory,Rowing,1,0,0
London 2012,ALG,Taoufik Makhloufi,Athletics,1,0,0
London 2012,GBR,Ed Mckeever,Canoe Sprint,1,0,0
London 2012,KOR,Sung Jin Lee,Archery,1,0,0
London 2012,BRA,Tandara Caixeta,Volleyball,1,0,0
London 2012,FRA,Jerome Fernandez,Handball,1,0,0
London 2012,USA,Jessica Hardy,Swimming,1,0,0
London 2012,USA,Lindsay Whalen,Basketball,1,0,0
London 2012,POL,Anita Wlodarczyk,Athletics,1,0,0
London 2012,NOR,Tonje Noestvold,Handball,1,0,0
London 2012,USA,Claressa Maria Shields,Boxing,1,0,0
London 2012,GBR,Pete Reed,Rowing,1,0,0
London 2012,ARG,Sebastian Eduardo Crismanich,Taekwondo,1,0,0
London 2012,KEN,Ezekiel Kemboi,Athletics,1,0,0
London 2012,GBR,Nick Skelton,Equestrian Jumping,1,0,0
London 2012,RUS,Natalia Vorobieva,Wrestling,1,0,0
London 2012,MEX,Javier Cortes,Football,1,0,0
London 2012,ITA,Maria Valentina Vezzali,Fencing,1,0,0
London 2012,CHN,Qing Tian,Badminton,1,0,0
London 2012,CHN,Xueying Li,Weightlifting,1,0,0
London 2012,GER,Franziska Weber,Canoe Sprint,1,0,0
London 2012,KOR,Eun-Seok Oh,Fencing,1,0,0
London 2012,KOR,Bobae Ki,Archery,1,0,0
London 2012,GBR,Peter Robert Russell Wilson,Shooting,1,0,0
London 2012,CHN,Zi He,Diving,1,0,0
London 2012,CRO,Frano Vican,Water Polo,1,0,0
London 2012,KOR,Jong Oh Jin,Shooting,1,0,0
London 2012,SWE,Max Salminen,Sailing,1,0,0
London 2012,NOR,Kari Mette Johansen,Handball,1,0,0
London 2012,BAH,Ramon Miller,Athletics,1,0,0
London 2012,USA,Ashton Eaton,Athletics,1,0,0
London 2012,GER,Peter Kretschmer,Canoe Sprint,1,0,0
London 2012,USA,Rebecca Soni,Swimming,1,0,0
London 2012,FRA,Daouda Karaboue,Handball,1,0,0
London 2012,USA,Jessica Steffens,Water Polo,1,0,0
London 2012,ITA,Jessica Rossi,Shooting,1,0,0
London 2012,BLR,Max Mirnyi,Tennis,1,0,0
London 2012,GER,Max Weinhold,Hockey,1,0,0
London 2012,ROU,Sandra Raluca Izbasa,Gymnastics Artistic,1,0,0
London 2012,GER,Sebastian Brendel,Canoe Sprint,1,0,0
London 2012,CUB,Robeisy Ramirez Carrazana,Boxing,1,0,0
London 2012,FRA,Luc Abalo,Handball,1,0,0
London 2012,AUS,Mathew Belcher,Sailing,1,0,0
London 2012,UKR,Anastasiia Kozhenkova,Rowing,1,0,0
London 2012,USA,Zsuzsanna Francia,Rowing,1,0,0
London 2012,USA,Swintayla Cash,Basketball,1,0,0
London 2012,RSA,Chad Le Clos,Swimming,1,0,0
London 2012,USA,Angel Mccoughtry,Basketball,1,0,0
London 2012,NZL,Eric Murray,Rowing,1,0,0
London 2012,RUS,Alexander Volkov,Volleyball,1,0,0
London 2012,USA,Keshia Baker,Athletics,1,0,0
London 2012,CHN,Haifeng Fu,Badminton,1,0,0
London 2012,CHN,Linlin Deng,Gymnastics Artistic,1,0,0
London 2012,GER,Christopher Wesley,Hockey,1,0,0
London 2012,NED,Marianne Vos,Cycling Road,1,0,0
London 2012,RUS,Roman Vlasov,Wrestling,1,0,0
London 2012,CHN,Ruolin Chen,Diving,1,0,0
London 2012,CHN,Hao Wang,Table Tennis,1,0,0
London 2012,UKR,Kateryna Tarasenko,Rowing,1,0,0
London 2012,RUS,Uliana Donskova,Gymnastics Rhythmic,1,0,0
London 2012,CHN,Anqi Xu,Fencing,1,0,0
London 2012,RUS,Dmitry Musersky,Volleyball,1,0,0
London 2012,CRO,Ivan Buljubasic,Water Polo,1,0,0
London 2012,MEX,Marco Fabian,Football,1,0,0
London 2012,GBR,Sophie Hosking,Rowing,1,0,0
London 2012,CHN,Sheng Lei,Fencing,1,0,0
London 2012,SUI,Nicola Spirig,Triathlon,1,0,0
London 2012,NOR,Eirik Veras Larsen,Canoe Sprint,1,0,0
London 2012,GBR,Laura Kenny,Cycling Track,1,0,0
London 2012,USA,Anthony Davis,Basketball,1,0,0
London 2012,CHN,Chenglong Zhang,Gymnastics Artistic,1,0,0
London 2012,BRA,Fernanda Rodrigues,Volleyball,1,0,0
London 2012,GER,Kurt Kuschela,Canoe Sprint,1,0,0
London 2012,KOR,Junghwan Kim,Fencing,1,0,0
London 2012,AUS,Jared Tallent,Athletics,1,0,0
London 2012,USA,Rachel Bootsma,Swimming,1,0,0
London 2012,MEX,Oribe Peralta,Football,1,0,0
London 2012,USA,Esther Lofgren,Rowing,1,0,0
London 2012,GBR,Jason Kenny,Cycling Track,1,0,0
London 2012,GER,Kristina Vogel,Cycling Track,1,0,0
London 2012,GER,Tina Dietze,Canoe Sprint,1,0,0
London 2012,HUN,Eva Risztov,Marathon Swimming,1,0,0
London 2012,KEN,Daniel Lekuta Rudisha,Athletics,1,0,0
London 2012,USA,Meghan Musnicki,Rowing,1,0,0
London 2012,GER,Karl Schulze,Rowing,1,0,0
London 2012,RUS,Dmitry Ilyinykh,Volleyball,1,0,0
London 2012,AUS,Alicia Coutts,Swimming,1,0,0
London 2012,RUS,Alan Khugaev,Wrestling,1,0,0
London 2012,NOR,Katrine Lunde,Handball,1,0,0
London 2012,CHN,Yunlei Zhao,Badminton,1,0,0
London 2012,USA,Eleanor Logan,Rowing,1,0,0
London 2012,GBR,Jessica Ennis-Hill,Athletics,1,0,0
London 2012,ITA,Arianna Errigo,Fencing,1,0,0
London 2012,KOR,Hakseon Yang,Gymnastics Artistic,1,0,0
London 2012,RUS,Anastasia Nazarenko,Gymnastics Rhythmic,1,0,0
London 2012,TUR,Servet Tazegul,Taekwondo,1,0,0
London 2012,GER,Matthias Witthaus,Hockey,1,0,0
London 2012,ITA,Carlo Molfetta,Taekwondo,1,0,0
London 2012,FRA,Florent Manaudou,Swimming,1,0,0
London 2012,CHN,Yanquan Zhang,Diving,1,0,0
London 2012,USA,Kristin Armstrong,Cycling Road,1,0,0
London 2012,USA,Shannon Vreeland,Swimming,1,0,0
London 2012,BRA,Natalia Pereira,Volleyball,1,0,0
London 2012,RUS,Alexandra Patskevich,Synchronized Swimming,1,0,0
London 2012,KOR,Jin Hyek Oh,Archery,1,0,0
London 2012,USA,Tobin Heath,Football,1,0,0
London 2012,GER,Florian Mennigen,Rowing,1,0,0
London 2012,ITA,Giorgio Avola,Fencing,1,0,0
London 2012,ESP,Sofia Toro Prieto Puga,Sailing,1,0,0
London 2012,USA,Christian Taylor,Athletics,1,0,0
London 2012,GBR,Mohamed Farah,Athletics,1,0,0
London 2012,KOR,Bongil Gu,Fencing,1,0,0
London 2012,GBR,Ben Ainslie,Sailing,1,0,0
London 2012,BRA,Danielle Lins,Volleyball,1,0,0
London 2012,IRI,Ghasem Gholamreza Rezaei,Wrestling,1,0,0
London 2012,CHN,Ning Ding,Table Tennis,1,0,0
London 2012,USA,Sydney Leroux,Football,1,0,0
London 2012,GER,Oskar Deecke,Hockey,1,0,0
London 2012,PRK,Kum Ae An,Judo,1,0,0
London 2012,USA,Aries Merritt,Athletics,1,0,0
London 2012,RUS,Taras Khtey,Volleyball,1,0,0
London 2012,USA,Charlie Houchin,Swimming,1,0,0
London 2012,USA,Tyler Mcgill,Swimming,1,0,0
London 2012,FRA,Fabien Gilot,Swimming,1,0,0
London 2012,JAM,Yohan Blake,Athletics,1,0,0
London 2012,CRO,Miho Boskovic,Water Polo,1,0,0
London 2012,NOR,Linn Jorum Sulland,Handball,1,0,0
London 2012,ITA,Andrea Cassara,Fencing,1,0,0
London 2012,MEX,Jorge Enriquez,Football,1,0,0
London 2012,USA,Katie Ledecky,Swimming,1,0,0
London 2012,GER,Eric Johannesen,Rowing,1,0,0
London 2012,MEX,Jose Corona,Football,1,0,0
London 2012,RSA,Cameron Van Der Burgh,Swimming,1,0,0
London 2012,NED,Margot Van Geffen,Hockey,1,0,0
London 2012,NOR,Goeril Snorroeggen,Handball,1,0,0
London 2012,BAH,Christopher Brown,Athletics,1,0,0
London 2012,USA,Megan Rapinoe,Football,1,0,0
London 2012,GBR,Peter Kennaugh,Cycling Track,1,0,0
London 2012,DEN,Rasmus Nicholai Quist Hansen,Rowing,1,0,0
London 2012,GER,Martin Häner,Hockey,1,0,0
London 2012,USA,Lauryn Williams,Athletics,1,0,0
London 2012,AUS,Malcolm Page,Sailing,1,0,0
London 2012,HUN,Krisztian Berki,Gymnastics Artistic,1,0,0
London 2012,IRI,Navab Nasirshelal,Weightlifting,1,0,0
London 2012,RUS,Anastasia Bliznyuk,Gymnastics Rhythmic,1,0,0
London 2012,GBR,Heather Stanning,Rowing,1,0,0
London 2012,RUS,Karolina Sevastyanova,Gymnastics Rhythmic,1,0,0
London 2012,GBR,Etienne Stott,Canoe Slalom,1,0,0
London 2012,GBR,Nicola Adams,Boxing,1,0,0
London 2012,NED,Naomi Van As,Hockey,1,0,0
London 2012,MEX,Carlos Salcido,Football,1,0,0
London 2012,RUS,Aleksey Obmochayev,Volleyball,1,0,0
London 2012,CRO,Samir Barac,Water Polo,1,0,0
London 2012,AUS,David Smith,Canoe Sprint,1,0,0
London 2012,USA,David Boudia,Diving,1,0,0
London 2012,NZL,Joseph Sullivan,Rowing,1,0,0
London 2012,USA,Cullen Jones,Swimming,1,0,0
London 2012,USA,Elizabeth Armstrong,Water Polo,1,0,0
London 2012,ITA,Niccolò Campriani,Shooting,1,0,0
London 2012,GBR,Anthony Joshua,Boxing,1,0,0
London 2012,AUS,Sally Pearson,Athletics,1,0,0
London 2012,CHN,Ding Chen,Athletics,1,0,0
London 2012,LTU,Ruta Meilutyte,Swimming,1,0,0
London 2012,HUN,Aron Szilagyi,Fencing,1,0,0
London 2012,BRA,Paula Paula,Volleyball,1,0,0
London 2012,USA,Michael Phelps,Swimming,1,0,0
London 2012,JPN,Tatsuhiro Yonemitsu,Wrestling,1,0,0
London 2012,GER,Ingrid Klimke,Equestrian Eventing,1,0,0
London 2012,GER,Peter Thomsen,Equestrian Eventing,1,0,0
London 2012,UGA,Stephen Kiprotich,Athletics,1,0,0
London 2012,RUS,Maxim Mikhaylov,Volleyball,1,0,0
London 2012,BAH,Demetrius Pinder,Athletics,1,0,0
London 2012,USA,Amy Rodriguez,Football,1,0,0
London 2012,FRA,Renaud Lavillenie,Athletics,1,0,0
London 2012,ITA,Marco Galiazzo,Archery,1,0,0
London 2012,GBR,Greg Rutherford,Athletics,1,0,0
London 2012,USA,Vincent Hancock,Shooting,1,0,0
London 2012,CZE,Barbora Spotakova,Athletics,1,0,0
London 2012,CHN,Yun Cai,Badminton,1,0,0
London 2012,USA,Tianna Bartoletta,Athletics,1,0,0
London 2012,AUS,Anna Meares,Cycling Track,1,0,0
London 2012,ITA,Daniele Molmenti,Canoe Slalom,1,0,0
London 2012,NED,Maartje Goderie,Hockey,1,0,0
London 2012,GER,Filip Kamil Adamski,Rowing,1,0,0
London 2012,RSA,Caster Semenya,Athletics,1,0,0
London 2012,HUN,Daniel Gyurta,Swimming,1,0,0
London 2012,NOR,Kari Aalvik Grimsbo,Handball,1,0,0
London 2012,CRO,Petar Muslim,Water Polo,1,0,0
London 2012,CRO,Niksa Dobud,Water Polo,1,0,0
London 2012,HUN,Krisztian Pars,Athletics,1,0,0
London 2012,JAM,Usain Bolt,Athletics,1,0,0
London 2012,USA,Mc Kayla Maroney,Gymnastics Artistic,1,0,0
London 2012,USA,Sylvia Fowles,Basketball,1,0,0
London 2012,GER,Oliver Korn,Hockey,1,0,0
London 2012,RUS,Ksenia Dudkina,Gymnastics Rhythmic,1,0,0
London 2012,BLR,Sergei Martynov,Shooting,1,0,0
London 2012,RUS,Daria Korobova,Synchronized Swimming,1,0,0
London 2012,BRA,Fabiana Fabi,Volleyball,1,0,0
London 2012,FRA,Bertrand Gille,Handball,1,0,0
London 2012,USA,Missy Franklin,Swimming,1,0,0
London 2012,NED,Lidewij Welten,Hockey,1,0,0
London 2012,AUS,Cate Campbell,Swimming,1,0,0
London 2012,USA,Shannon Boxx,Football,1,0,0
London 2012,GER,Christopher Zeller,Hockey,1,0,0
London 2012,GBR,Carl Hester,Equestrian Dressage,1,0,0
London 2012,USA,Jacob Stephen Varner,Wrestling,1,0,0
London 2012,CUB,Leuris Pupo,Shooting,1,0,0
London 2012,NED,Eva De Goede,Hockey,1,0,0
London 2012,HUN,Krisztina Fazekas-Zur,Canoe Sprint,1,0,0
London 2012,KAZ,Alexandr Vinokurov,Cycling Road,1,0,0
London 2012,USA,Kelley Ohara,Football,1,0,0
London 2012,LTU,Laura Asadauskaite,Modern Pentathlon,1,0,0
London 2012,USA,Mary Whipple,Rowing,1,0,0
London 2012,RSA,Matthew Brittain,Rowing,1,0,0
London 2012,NOR,Marit Malm Frafjord,Handball,1,0,0
London 2012,GBR,Anna Bebington,Rowing,1,0,0
London 2012,USA,Candace Parker,Basketball,1,0,0
London 2012,CHN,Weiyang Guo,Gymnastics Artistic,1,0,0
London 2012,IRI,Komeil Nemat Ghasemi,Wrestling,1,0,0
London 2012,USA,Claire Donahue,Swimming,1,0,0
London 2012,USA,Bob Bryan,Tennis,1,0,0
London 2012,NED,Kelly Jonker,Hockey,1,0,0
London 2012,USA,Eric Shanteau,Swimming,1,0,0
London 2012,GBR,Joanna Rowsell,Cycling Track,1,0,0
London 2012,USA,Matthew Mclean,Swimming,1,0,0
London 2012,TUN,Habiba Ghribi,Athletics,1,0,0
London 2012,ITA,Ilaria Salvatori,Fencing,1,0,0
London 2012,USA,Kelly Rulon,Water Polo,1,0,0
London 2012,NED,Carlien Dirkse Van Den Heuvel,Hockey,1,0,0
London 2012,GBR,Edward Clancy,Cycling Track,1,0,0
London 2012,AUS,Melanie Schlanger,Swimming,1,0,0
London 2012,CRO,Andro Buslje,Water Polo,1,0,0
London 2012,USA,Venus Williams,Tennis,1,0,0
London 2012,SRB,Milica Mandic,Taekwondo,1,0,0
London 2012,FRA,Emilie Fer,Canoe Slalom,1,0,0
London 2012,NZL,Jo Aleh,Sailing,1,0,0
London 2012,FRA,Yannick Agnel,Swimming,1,0,0
London 2012,CHN,Jike Zhang,Table Tennis,1,0,0
London 2012,FRA,Xavier Barachet,Handball,1,0,0
London 2012,ESP,Joel Gonzalez Bonilla,Taekwondo,1,0,0
London 2012,BRN,Maryam Yusuf Jamal,Athletics,1,0,0
London 2012,USA,Lauren Cheney,Football,1,0,0
London 2012,CHN,Yang Sun,Swimming,1,0,0
London 2012,MEX,Israel Jimenez,Football,1,0,0
London 2012,JPN,Saori Yoshida,Wrestling,1,0,0
London 2012,USA,Carmelo Anthony,Basketball,1,0,0
London 2012,AZE,Sharif Sharifov,Wrestling,1,0,0
London 2012,MEX,Darvin Chavez,Football,1,0,0
London 2012,AUS,Emily Seebohm,Swimming,1,0,0
London 2012,KOR,Jae-Bum Kim,Judo,1,0,0
London 2012,CHN,Kai Qin,Diving,1,0,0
London 2012,RSA,James Thompson,Rowing,1,0,0
London 2012,BRA,Jaqueline Jaque,Volleyball,1,0,0
London 2012,USA,Allison Schmitt,Swimming,1,0,0
London 2012,RUS,Anzhelika Timanina,Synchronized Swimming,1,0,0
London 2012,USA,Kyla Ross,Gymnastics Artistic,1,0,0
London 2012,TPE,Shu-Ching Hsu,Weightlifting,1,0,0
London 2012,SUI,Steve Guerdat,Equestrian Jumping,1,0,0
London 2012,USA,Jeneba Tarmoh,Athletics,1,0,0
London 2012,GBR,Tom James,Rowing,1,0,0
London 2012,CZE,David Svoboda,Modern Pentathlon,1,0,0
London 2012,RUS,Yegor Mekhontsev,Boxing,1,0,0
London 2012,USA,Elsie Windes,Water Polo,1,0,0
London 2012,USA,James Harden,Basketball,1,0,0
London 2012,ETH,Meseret Defar,Athletics,1,0,0
London 2012,USA,Allyson Felix,Athletics,1,0,0
London 2012,ESP,Angela Pumariega Menendez,Sailing,1,0,0
London 2012,USA,Bianca Knight,Athletics,1,0,0
London 2012,GER,Martin Sauer,Rowing,1,0,0
London 2012,CHN,Xiaojuan Luo,Fencing,1,0,0
London 2012,CRO,Damir Buric,Water Polo,1,0,0
London 2012,NED,Maartje Paumen,Hockey,1,0,0
London 2012,GBR,Alistair Brownlee,Triathlon,1,0,0
London 2012,MEX,Nestor Vidrio,Football,1,0,0
London 2012,AUS,Libby Trickett,Swimming,1,0,0
London 2012,RUS,Tagir Khaibulaev,Judo,1,0,0
London 2012,BLR,Victoria Azarenka,Tennis,1,0,0
London 2012,USA,Tyson Chandler,Basketball,1,0,0
London 2012,USA,Nathan Adrian,Swimming,1,0,0
London 2012,CHN,Xiaojun Lyu,Weightlifting,1,0,0
London 2012,GBR,Geraint Thomas,Cycling Track,1,0,0
London 2012,HUN,Roland Kokeny,Canoe Sprint,1,0,0
London 2012,USA,Dana Vollmer,Swimming,1,0,0
London 2012,USA,Tina Charles,Basketball,1,0,0
London 2012,GBR,Victoria Pendleton,Cycling Track,1,0,0
London 2012,USA,Alexandra Patricia Morgan,Football,1,0,0
London 2012,UKR,Nataliya Dovgodko,Rowing,1,0,0
London 2012,MEX,Javier Aquino,Football,1,0,0
London 2012,FRA,Clement Lefert,Swimming,1,0,0
London 2012,NED,Kitty Van Male,Hockey,1,0,0
London 2012,USA,Deedee Trotter,Athletics,1,0,0
London 2012,GER,Michael Jung,Equestrian Eventing,1,0,0
London 2012,USA,Lebron James,Basketball,1,0,0
London 2012,GBR,Luke Campbell,Boxing,1,0,0
London 2012,USA,Brittney Reese,Athletics,1,0,0
London 2012,FRA,Julie Bresset,Cycling Mountain Bike,1,0,0
London 2012,KOR,Jiyeon Kim,Fencing,1,0,0
London 2012,AZE,Toğrul Əsgərov,Wrestling,1,0,0
London 2012,CHN,Shijie Qieyang,Athletics,1,0,0
London 2012,RUS,Alla Shishkina,Synchronized Swimming,1,0,0
London 2012,CRO,Igor Hinic,Water Polo,1,0,0
London 2012,GEO,Lasha Shavdatuashvili,Judo,1,0,0
London 2012,GBR,Bradley Wiggins,Cycling Road,1,0,0
London 2012,GER,Robert Harting,Athletics,1,0,0
London 2012,USA,Melissa Seidemann,Water Polo,1,0,0
London 2012,VEN,Ruben Limardo Gascon,Fencing,1,0,0
London 2012,GER,Sandra Auffarth,Equestrian Eventing,1,0,0
London 2012,CHN,Mingjuan Wang,Weightlifting,1,0,0
London 2012,GER,Julius Brink,Beach Volleyball,1,0,0
London 2012,AUS,Yolane Kukla,Swimming,1,0,0
London 2012,FRA,Camille Muffat,Swimming,1,0,0
London 2012,USA,Taylor Ritzel,Rowing,1,0,0
London 2012,USA,Heather Petri,Water Polo,1,0,0
London 2012,NZL,Lisa Carrington,Canoe Sprint,1,0,0
London 2012,NOR,Linn-Kristin Koren,Handball,1,0,0
London 2012,RUS,Maria Gromova,Synchronized Swimming,1,0,0
London 2012,USA,Misty May-Treanor,Beach Volleyball,1,0,0
London 2012,GBR,Philip Hindes,Cycling Track,1,0,0
London 2012,CAN,Rosannagh Maclennan,Trampoline,1,0,0
London 2012,GER,Moritz Fuerste,Hockey,1,0,0
London 2012,CHN,Yuan Cao,Diving,1,0,0
London 2012,CHN,Qingfeng Lin,Weightlifting,1,0,0
London 2012,AUS,Brittany Elmslie,Swimming,1,0,0
London 2012,PRK,Yun Chol Om,Weightlifting,1,0,0
London 2012,USA,Hope Solo,Football,1,0,0
London 2012,GER,Richard Schmidt,Rowing,1,0,0
London 2012,USA,Lauren Wenger,Water Polo,1,0,0
London 2012,RUS,Anna Chicherova,Athletics,1,0,0
London 2012,UKR,Yana Dementieva,Rowing,1,0,0
London 2012,CHN,Lijia Xu,Sailing,1,0,0
London 2012,RUS,Yury Berezhko,Volleyball,1,0,0
London 2012,BAH,Michael Mathieu,Athletics,1,0,0
London 2012,USA,Chris Paul,Basketball,1,0,0
London 2012,RUS,Anastasia Davydova,Synchronized Swimming,1,0,0
London 2012,USA,Heather O Reilly,Football,1,0,0
London 2012,FRA,Teddy Riner,Judo,1,0,0
London 2012,USA,Kami Craig,Water Polo,1,0,0
London 2012,CRO,Sandro Sukno,Water Polo,1,0,0
London 2012,USA,Lauren Perdue,Swimming,1,0,0
London 2012,NOR,Amanda Kurtovic,Handball,1,0,0
London 2012,USA,Jordyn Wieber,Gymnastics Artistic,1,0,0
London 2012,RUS,Svetlana Romashina,Synchronized Swimming,1,0,0
London 2012,USA,Alyssa Anderson,Swimming,1,0,0
London 2012,DEN,Mads Rasmussen,Rowing,1,0,0
London 2012,USA,Jamie Beyerle,Shooting,1,0,0
London 2012,NED,Kim Lammers,Hockey,1,0,0
London 2012,CHN,Nan Zhang,Badminton,1,0,0
London 2012,GER,Dirk Schrade,Equestrian Eventing,1,0,0
London 2012,USA,Breeja Larson,Swimming,1,0,0
London 2012,CRO,Giovanni Cernogoraz,Shooting,1,0,0
London 2012,RUS,Aliya Mustafina,Gymnastics Artistic,1,0,0
London 2012,GER,Phillipp Wende,Rowing,1,0,0
London 2012,GER,Lauritz Schoof,Rowing,1,0,0
London 2012,GBR,Katherine Copeland,Rowing,1,0,0
London 2012,USA,Asjha Jones,Basketball,1,0,0
London 2012,USA,Seimone Augustus,Basketball,1,0,0
London 2012,NED,Dorian Van Rijsselberghe,Sailing,1,0,0
London 2012,USA,Francena Mccorory,Athletics,1,0,0
